,Suburb,Rooms,Type,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Price
14118,Middle Park,3,h,4.1,3.0,1.0,0.0,143.0,,,Southern Metropolitan,1630000.0
14119,Middle Park,3,h,4.1,3.0,2.0,1.0,148.0,146.0,1890.0,Southern Metropolitan,2250000.0
14121,Moorabbin,2,h,14.6,2.0,1.0,1.0,593.0,,,Southern Metropolitan,1035000.0
14123,Moorabbin,3,h,14.6,3.0,1.0,2.0,688.0,,1956.0,Southern Metropolitan,1321000.0
14124,Moorabbin,2,t,14.6,2.0,1.0,1.0,179.0,101.0,2001.0,Southern Metropolitan,742500.0
14125,Moorabbin,3,h,14.6,3.0,1.0,2.0,601.0,104.0,1970.0,Southern Metropolitan,860000.0
14128,North Melbourne,3,h,2.3,3.0,2.0,1.0,230.0,245.0,1900.0,Northern Metropolitan,2161000.0
14131,North Melbourne,3,h,2.3,3.0,1.0,1.0,198.0,95.0,1968.0,Northern Metropolitan,1485000.0
14132,North Melbourne,2,t,2.3,2.0,1.0,1.0,1537.0,81.0,1890.0,Northern Metropolitan,755000.0
14133,North Melbourne,2,h,2.3,2.0,1.0,0.0,89.0,65.0,1890.0,Northern Metropolitan,940000.0
14134,Oakleigh South,3,t,14.7,,,,,,,South-Eastern Metropolitan,825000.0
14135,Oakleigh South,3,h,14.7,3.0,1.0,1.0,590.0,132.0,1960.0,South-Eastern Metropolitan,770000.0
14136,Oakleigh South,3,h,14.7,3.0,1.0,2.0,621.0,,1950.0,South-Eastern Metropolitan,985100.0
14137,Oakleigh South,4,h,14.7,4.0,2.0,4.0,590.0,161.0,1950.0,South-Eastern Metropolitan,1410000.0
14138,Oakleigh South,3,u,14.7,3.0,1.0,2.0,393.0,,,South-Eastern Metropolitan,815000.0
14139,Oakleigh South,4,h,14.7,4.0,2.0,2.0,553.0,,,South-Eastern Metropolitan,1205500.0
14140,Oakleigh South,3,h,14.7,3.0,1.0,4.0,658.0,146.0,1950.0,South-Eastern Metropolitan,1042500.0
14142,Oakleigh South,3,h,14.7,3.0,2.0,4.0,590.0,135.0,1960.0,South-Eastern Metropolitan,799999.0
14143,Oakleigh South,5,h,14.7,5.0,2.0,2.0,532.0,,,South-Eastern Metropolitan,1200000.0
14145,South Kingsville,3,h,9.1,,,,,,,Western Metropolitan,905000.0
14147,South Kingsville,3,t,9.1,3.0,2.0,2.0,148.0,,,Western Metropolitan,815000.0
14148,South Kingsville,2,u,9.1,2.0,1.0,1.0,0.0,,1970.0,Western Metropolitan,321000.0
14149,South Kingsville,3,h,9.1,3.0,1.0,0.0,669.0,,,Western Metropolitan,995000.0
14150,South Kingsville,3,h,9.1,3.0,1.0,3.0,715.0,,,Western Metropolitan,1290000.0
14151,South Kingsville,2,u,9.1,2.0,1.0,1.0,0.0,,1970.0,Western Metropolitan,300000.0
14152,Southbank,2,u,1.2,2.0,1.0,1.0,0.0,,,Southern Metropolitan,505000.0
14153,Southbank,2,u,1.2,2.0,1.0,1.0,0.0,75.0,1998.0,Southern Metropolitan,595000.0
14154,Southbank,2,u,1.2,2.0,1.0,1.0,0.0,79.0,1995.0,Southern Metropolitan,580000.0
14155,Southbank,2,u,1.2,2.0,1.0,1.0,0.0,70.0,1994.0,Southern Metropolitan,580000.0
14157,Spotswood,3,h,7.7,3.0,1.0,3.0,738.0,,,Western Metropolitan,1320000.0
14158,Spotswood,1,u,7.7,1.0,1.0,1.0,89.0,37.0,1980.0,Western Metropolitan,380000.0
14160,Spotswood,3,h,7.7,3.0,1.0,0.0,305.0,115.0,1900.0,Western Metropolitan,1100000.0
14161,Spotswood,3,u,7.7,3.0,1.0,1.0,221.0,120.0,2003.0,Western Metropolitan,660000.0
14162,Toorak,2,u,4.6,2.0,1.0,1.0,1087.0,,,Southern Metropolitan,867000.0
14163,Toorak,1,u,4.6,1.0,1.0,1.0,0.0,,,Southern Metropolitan,552000.0
14164,Toorak,2,u,4.6,2.0,1.0,1.0,1816.0,105.0,1960.0,Southern Metropolitan,655000.0
14165,Toorak,3,u,4.6,3.0,1.0,1.0,1678.0,94.0,1940.0,Southern Metropolitan,840000.0
14166,Toorak,2,u,4.6,2.0,2.0,2.0,586.0,119.0,1990.0,Southern Metropolitan,1010000.0
14171,Toorak,2,u,4.6,2.0,1.0,0.0,0.0,,,Southern Metropolitan,650000.0
14173,Toorak,1,u,4.6,,,,,,,Southern Metropolitan,650000.0
14174,Toorak,3,h,4.6,3.0,2.0,1.0,224.0,,1950.0,Southern Metropolitan,2400000.0
14175,Toorak,3,h,4.6,,,,,,,Southern Metropolitan,3805000.0
14176,Toorak,4,h,4.6,4.0,2.0,2.0,815.0,,,Southern Metropolitan,3600000.0
14177,Toorak,2,u,4.6,2.0,1.0,1.0,0.0,,1970.0,Southern Metropolitan,750000.0
14178,Toorak,1,u,4.6,1.0,1.0,1.0,0.0,,,Southern Metropolitan,247500.0
14179,Toorak,4,h,4.6,,,,,,,Southern Metropolitan,5733000.0
14180,Toorak,3,t,4.6,3.0,2.0,1.0,3.0,131.0,1970.0,Southern Metropolitan,1320000.0
14181,Toorak,3,u,4.6,3.0,1.0,2.0,4657.0,,1980.0,Southern Metropolitan,922500.0
14182,Toorak,2,u,4.6,2.0,1.0,1.0,0.0,,,Southern Metropolitan,760000.0
14183,Williamstown North,2,u,8.9,2.0,1.0,1.0,2023.0,,1979.0,Western Metropolitan,546000.0
14184,Williamstown North,3,t,8.9,3.0,2.0,2.0,146.0,141.0,2001.0,Western Metropolitan,670000.0
14185,Williamstown North,3,h,8.9,3.0,2.0,5.0,442.0,249.0,2003.0,Western Metropolitan,1070000.0
14186,Williamstown North,3,h,8.9,3.0,1.0,1.0,860.0,160.0,1950.0,Western Metropolitan,1575000.0
14187,Williamstown North,4,h,8.9,4.0,2.0,3.0,560.0,,,Western Metropolitan,1520000.0
14188,Williamstown North,3,t,8.9,3.0,2.0,2.0,146.0,141.0,2001.0,Western Metropolitan,720000.0
14189,Williamstown North,4,h,8.9,,,,,,,Western Metropolitan,1175000.0
14190,Williamstown North,3,h,8.9,3.0,2.0,3.0,526.0,159.0,1990.0,Western Metropolitan,1045000.0
14191,Windsor,2,u,5.1,2.0,1.0,1.0,0.0,79.0,1965.0,Southern Metropolitan,585000.0
14192,Windsor,2,u,5.1,2.0,1.0,1.0,0.0,,,Southern Metropolitan,690000.0
14193,Windsor,2,u,5.1,2.0,1.0,1.0,774.0,90.0,1945.0,Southern Metropolitan,854000.0
14194,Windsor,1,h,5.1,1.0,1.0,1.0,160.0,,1930.0,Southern Metropolitan,900000.0
14195,Windsor,1,u,5.1,1.0,1.0,0.0,0.0,48.0,1975.0,Southern Metropolitan,350000.0
14197,Yallambie,4,h,15.0,,,,,,,Northern Metropolitan,955000.0
14198,Yallambie,3,h,15.0,3.0,1.0,1.0,594.0,,,Northern Metropolitan,721500.0
14199,Yallambie,5,h,15.0,5.0,2.0,2.0,627.0,232.0,1960.0,Northern Metropolitan,1060000.0
14200,Yallambie,4,h,15.0,,,,,,,Northern Metropolitan,780250.0
14201,Yallambie,3,h,15.0,3.0,2.0,2.0,552.0,,,Northern Metropolitan,984000.0
14202,Balaclava,2,u,6.6,2.0,1.0,1.0,0.0,50.0,1960.0,Southern Metropolitan,450000.0
14203,Balaclava,2,u,6.6,2.0,1.0,0.0,601.0,,,Southern Metropolitan,490000.0
14204,Balaclava,1,u,6.6,1.0,1.0,0.0,0.0,,1940.0,Southern Metropolitan,440000.0
14205,Essendon West,3,h,9.8,3.0,1.0,1.0,34.0,,,Western Metropolitan,1406000.0
14206,Essendon West,3,h,9.8,3.0,1.0,2.0,147.0,,,Western Metropolitan,1305000.0
14207,Kingsbury,3,u,12.4,3.0,1.0,1.0,260.0,150.0,1961.0,Northern Metropolitan,488000.0
14210,West Melbourne,3,h,1.9,3.0,1.0,1.0,160.0,,1870.0,Northern Metropolitan,1750000.0
14211,West Melbourne,2,t,1.9,2.0,2.0,1.0,0.0,130.0,2010.0,Northern Metropolitan,1013000.0
14212,West Melbourne,3,t,1.9,3.0,2.0,1.0,650.0,,,Northern Metropolitan,1171000.0
14215,West Melbourne,2,h,1.9,2.0,1.0,0.0,147.0,,1880.0,Northern Metropolitan,1053000.0
14216,West Melbourne,1,u,1.9,1.0,1.0,1.0,0.0,,2013.0,Northern Metropolitan,295000.0
14217,Campbellfield,3,h,14.5,3.0,1.0,2.0,534.0,,,Northern Metropolitan,445000.0
14219,Caulfield East,2,t,9.3,,,,,,,Southern Metropolitan,910000.0
14220,Travancore,2,u,5.3,2.0,1.0,1.0,0.0,51.0,2010.0,Western Metropolitan,360000.0
14222,Abbotsford,3,h,3.0,,,,,,,Northern Metropolitan,1350000.0
14223,Airport West,3,h,10.4,,,,,,,Western Metropolitan,858000.0
14224,Airport West,2,u,10.4,,,,,,,Western Metropolitan,593000.0
14225,Airport West,3,h,10.4,3.0,1.0,2.0,219.0,101.37,1960.0,Western Metropolitan,640000.0
14226,Airport West,3,h,10.4,3.0,1.0,2.0,717.0,,1950.0,Western Metropolitan,961000.0
14227,Albert Park,2,h,3.0,2.0,1.0,0.0,171.0,,1900.0,Southern Metropolitan,1535000.0
14228,Albion,3,h,10.5,3.0,1.0,0.0,423.0,142.0,1920.0,Western Metropolitan,570000.0
14229,Alphington,4,h,5.7,4.0,2.0,2.0,803.0,,,Northern Metropolitan,2345000.0
14232,Altona North,3,h,9.4,3.0,1.0,2.0,672.0,110.0,1960.0,Western Metropolitan,900000.0
14234,Altona North,2,t,9.4,,,,,,,Western Metropolitan,650000.0
14235,Ardeer,2,h,12.8,,,,,,,Western Metropolitan,480000.0
14236,Armadale,5,h,6.3,5.0,3.0,3.0,761.0,,,Southern Metropolitan,5200000.0
14237,Ascot Vale,3,h,4.3,,,,,,,Western Metropolitan,950000.0
14239,Ashwood,3,h,10.2,3.0,1.0,2.0,770.0,,,Southern Metropolitan,1225000.0
14240,Attwood,5,h,16.5,,,,,,,Northern Metropolitan,1025000.0
14241,Avondale Heights,3,u,9.5,3.0,1.0,1.0,204.0,,,Western Metropolitan,622000.0
14242,Avondale Heights,3,h,9.5,3.0,1.0,4.0,603.0,,,Western Metropolitan,825000.0
14243,Balwyn,4,h,7.9,4.0,3.0,5.0,380.0,,,Southern Metropolitan,1475000.0
14244,Balwyn,5,h,7.9,,,,,,,Southern Metropolitan,3050000.0
14246,Balwyn North,5,h,9.7,5.0,1.0,2.0,860.0,,,Southern Metropolitan,2160000.0
14247,Balwyn North,3,t,9.7,3.0,3.0,2.0,200.0,,,Southern Metropolitan,1050000.0
14249,Balwyn North,3,h,9.7,3.0,2.0,2.0,226.0,127.0,1965.0,Southern Metropolitan,1275000.0
14250,Bayswater,3,t,23.2,3.0,2.0,1.0,187.0,125.0,2010.0,Eastern Metropolitan,640000.0
14251,Bayswater North,3,u,23.2,3.0,1.0,2.0,263.0,,1970.0,Eastern Metropolitan,500000.0
14252,Bayswater North,4,h,23.2,,,,,,,Eastern Metropolitan,825000.0
14254,Beaumaris,2,u,17.3,,,,,,,Southern Metropolitan,800000.0
14255,Beaumaris,4,h,17.3,4.0,2.0,3.0,554.0,,1925.0,Southern Metropolitan,1221000.0
14256,Beaumaris,4,h,17.3,,,,,,,Southern Metropolitan,1800000.0
14258,Beaumaris,4,h,17.3,4.0,2.0,3.0,728.0,,,Southern Metropolitan,1823000.0
14259,Beaumaris,6,h,17.3,6.0,3.0,4.0,836.0,,,Southern Metropolitan,2000000.0
14260,Bentleigh,3,h,11.4,3.0,1.0,1.0,776.0,,,Southern Metropolitan,1365000.0
14261,Bentleigh,3,h,11.4,3.0,1.0,1.0,401.0,114.0,1970.0,Southern Metropolitan,1045000.0
14262,Bentleigh East,5,h,13.8,5.0,2.0,2.0,611.0,188.0,1950.0,Southern Metropolitan,1220000.0
14263,Berwick,4,h,35.2,4.0,2.0,2.0,687.0,,,Eastern Victoria,627500.0
14264,Blackburn,3,u,13.4,,,,,,,Eastern Metropolitan,1095000.0
14266,Blackburn South,3,h,13.4,,,,,,,Eastern Metropolitan,1020000.0
14268,Boronia,3,h,25.0,3.0,2.0,2.0,968.0,,,Eastern Metropolitan,642000.0
14269,Briar Hill,3,h,16.1,3.0,1.0,2.0,509.0,120.0,2000.0,Eastern Metropolitan,840000.0
14270,Brighton,3,h,10.5,3.0,2.0,2.0,645.0,219.0,1910.0,Southern Metropolitan,2650000.0
14271,Brighton,1,u,10.5,1.0,1.0,1.0,1993.0,46.0,2000.0,Southern Metropolitan,380000.0
14272,Brighton,5,h,10.5,5.0,3.0,2.0,835.0,,,Southern Metropolitan,3250000.0
14273,Brighton East,4,t,10.3,4.0,3.0,2.0,345.0,239.0,2001.0,Southern Metropolitan,1731000.0
14274,Broadmeadows,3,t,14.0,3.0,2.0,3.0,248.0,123.21,2010.0,Northern Metropolitan,465000.0
14275,Broadmeadows,3,h,14.0,3.0,1.0,0.0,576.0,110.0,1999.0,Northern Metropolitan,518500.0
14276,Brooklyn,3,u,6.4,,,,,,,Western Metropolitan,665000.0
14277,Brunswick,2,u,5.2,2.0,1.0,1.0,0.0,,,Northern Metropolitan,692000.0
14278,Brunswick East,2,h,4.0,2.0,1.0,0.0,315.0,,,Northern Metropolitan,1305000.0
14280,Brunswick West,3,h,5.2,3.0,1.0,1.0,322.0,,,Northern Metropolitan,1100000.0
14281,Brunswick West,2,h,5.2,2.0,1.0,1.0,0.0,,1970.0,Northern Metropolitan,573000.0
14282,Bulleen,3,h,10.8,3.0,1.0,2.0,631.0,,,Eastern Metropolitan,1060000.0
14284,Bundoora,3,h,12.1,3.0,1.0,2.0,669.0,,,Northern Metropolitan,805000.0
14285,Bundoora,3,h,12.1,3.0,1.0,1.0,583.0,,,Northern Metropolitan,682000.0
14286,Bundoora,3,t,12.1,,,,,,,Northern Metropolitan,510000.0
14287,Burnside Heights,3,h,14.8,3.0,2.0,2.0,472.0,230.0,2005.0,Western Metropolitan,535000.0
14288,Burwood East,4,h,14.7,4.0,1.0,1.0,536.0,140.7481,,Eastern Metropolitan,1088000.0
14289,Burwood East,3,h,14.7,3.0,1.0,1.0,563.0,,,Eastern Metropolitan,1180000.0
14290,Cairnlea,3,h,14.8,3.0,2.0,2.0,397.0,145.0,2007.0,Western Metropolitan,630000.0
14291,Camberwell,2,u,7.7,2.0,1.0,1.0,131.0,76.0,1975.0,Southern Metropolitan,677000.0
14293,Camberwell,2,u,7.7,2.0,1.0,1.0,0.0,,,Southern Metropolitan,670000.0
14294,Camberwell,3,t,7.7,3.0,2.0,2.0,227.0,223.0,2006.0,Southern Metropolitan,1320000.0
14295,Canterbury,2,u,8.4,2.0,2.0,1.0,8140.0,86.5,2015.0,Southern Metropolitan,816000.0
14296,Carlton,1,u,1.6,1.0,1.0,1.0,0.0,30.6,1970.0,Northern Metropolitan,350000.0
14297,Carlton,2,u,1.6,2.0,2.0,1.0,0.0,,2013.0,Northern Metropolitan,620000.0
14298,Carlton,3,h,1.6,3.0,2.0,2.0,151.0,,,Northern Metropolitan,1760000.0
14299,Carnegie,1,u,10.1,,,,,,,Southern Metropolitan,300000.0
14300,Caroline Springs,3,h,14.8,3.0,2.0,2.0,301.0,,,Western Metropolitan,545000.0
14301,Caulfield South,4,h,8.7,,,,,,,Southern Metropolitan,1800000.0
14302,Caulfield South,2,u,8.7,2.0,2.0,1.0,225.0,,,Southern Metropolitan,1091500.0
14304,Cheltenham,5,h,17.9,5.0,2.0,2.0,570.0,,,Southern Metropolitan,1140000.0
14305,Cheltenham,3,t,17.9,3.0,3.0,2.0,160.0,149.0,2013.0,Southern Metropolitan,950000.0
14306,Cheltenham,2,h,17.9,,,,,,,Southern Metropolitan,1171000.0
14307,Cheltenham,2,u,17.9,2.0,1.0,1.0,0.0,,,Southern Metropolitan,425000.0
14308,Cheltenham,3,h,17.9,3.0,1.0,2.0,610.0,,,Southern Metropolitan,1116000.0
14312,Clifton Hill,3,u,3.6,3.0,2.0,2.0,538.0,,1995.0,Northern Metropolitan,1030000.0
14313,Clyde North,4,h,43.4,,,,,,,Eastern Victoria,689000.0
14314,Coburg,2,h,6.7,2.0,1.0,1.0,350.0,100.0,1920.0,Northern Metropolitan,900000.0
14315,Coburg,2,u,6.7,,,,,,,Northern Metropolitan,620000.0
14316,Coburg,4,h,6.7,4.0,2.0,2.0,463.0,80.0,1960.0,Northern Metropolitan,922000.0
14318,Coburg,3,h,6.7,3.0,1.0,2.0,512.0,,,Northern Metropolitan,1077000.0
14319,Coburg North,4,h,6.7,,,,,,,Northern Metropolitan,800000.0
14320,Coburg North,3,h,6.7,3.0,2.0,2.0,296.0,,,Northern Metropolitan,805000.0
14321,Craigieburn,4,h,20.6,4.0,2.0,2.0,756.0,236.0,2007.0,Northern Metropolitan,665000.0
14322,Craigieburn,4,h,20.6,,,,,,,Northern Metropolitan,607000.0
14323,Craigieburn,3,h,20.6,3.0,1.0,4.0,651.0,117.0,1990.0,Northern Metropolitan,515500.0
14324,Craigieburn,4,h,20.6,,,,,,,Northern Metropolitan,509500.0
14325,Craigieburn,3,h,20.6,3.0,2.0,3.0,618.0,225.5,2014.0,Northern Metropolitan,660000.0
14326,Cranbourne,5,h,34.7,5.0,2.0,1.0,581.0,,,South-Eastern Metropolitan,572000.0
14327,Croydon,4,h,23.0,4.0,2.0,2.0,880.0,225.0,1970.0,Eastern Metropolitan,932000.0
14328,Croydon,2,u,23.0,,,,,,,Eastern Metropolitan,566100.0
14329,Croydon,2,h,23.0,2.0,1.0,1.0,312.0,110.0,1994.0,Eastern Metropolitan,570000.0
14330,Croydon,4,h,23.0,4.0,2.0,2.0,244.0,,,Eastern Metropolitan,875000.0
14332,Croydon North,4,h,23.0,,,,,,,Eastern Metropolitan,810000.0
14333,Dandenong,3,h,24.7,,,,,,,South-Eastern Metropolitan,585000.0
14334,Dandenong,2,u,24.7,2.0,1.0,0.0,156.0,,,South-Eastern Metropolitan,348000.0
14335,Dandenong North,3,h,24.7,3.0,1.0,1.0,610.0,120.0,1970.0,South-Eastern Metropolitan,627000.0
14336,Dandenong North,3,h,24.7,3.0,1.0,2.0,751.0,,,South-Eastern Metropolitan,760000.0
14337,Diamond Creek,2,h,21.8,2.0,1.0,0.0,610.0,61.0,1939.0,Northern Victoria,621000.0
14338,Dingley Village,2,u,22.2,2.0,1.0,1.0,197.0,,1975.0,South-Eastern Metropolitan,612000.0
14339,Doncaster,3,t,12.4,3.0,2.0,2.0,0.0,,,Eastern Metropolitan,840000.0
14340,Doncaster,3,t,12.4,,,,,,,Eastern Metropolitan,945000.0
14341,Doncaster East,6,h,14.3,6.0,3.0,3.0,1056.0,322.0,1970.0,Eastern Metropolitan,1856000.0
14342,Donvale,7,h,16.1,7.0,2.0,4.0,5022.0,409.54,2004.0,Eastern Metropolitan,2705000.0
14343,Donvale,3,t,16.1,,,,,,,Eastern Metropolitan,818000.0
14344,Donvale,3,h,16.1,,,,,,,Eastern Metropolitan,852000.0
14345,Doreen,3,h,25.9,3.0,2.0,2.0,400.0,179.0,2012.0,Northern Victoria,530500.0
14348,Edithvale,3,h,27.0,,,,,,,South-Eastern Metropolitan,1092000.0
14349,Eltham,3,h,18.0,3.0,1.0,0.0,841.0,,,Eastern Metropolitan,975000.0
14350,Eltham,3,h,18.0,3.0,2.0,0.0,848.0,127.0,1979.0,Eastern Metropolitan,805000.0
14351,Eltham North,4,h,18.0,,,,,,,Eastern Metropolitan,770000.0
14355,Elwood,1,u,7.2,,,,,,,Southern Metropolitan,425000.0
14359,Epping,4,h,19.6,4.0,3.0,2.0,508.0,364.0,2012.0,Northern Metropolitan,940000.0
14360,Epping,2,u,19.6,2.0,1.0,2.0,351.0,109.0,2000.0,Northern Metropolitan,437000.0
14361,Epping,5,h,19.6,5.0,3.0,2.0,708.0,,,Northern Metropolitan,660000.0
14362,Essendon,3,h,7.5,3.0,2.0,2.0,441.0,,,Western Metropolitan,1325000.0
14363,Essendon,1,u,7.5,1.0,1.0,1.0,0.0,,,Western Metropolitan,310000.0
14364,Essendon,3,t,7.5,3.0,1.0,2.0,177.0,3.0,,Western Metropolitan,864000.0
14365,Essendon,1,u,7.5,1.0,1.0,1.0,0.0,47.0,1970.0,Western Metropolitan,291000.0
14366,Essendon West,3,h,7.5,3.0,1.0,1.0,236.0,114.0,2000.0,Western Metropolitan,750000.0
14368,Essendon West,5,h,7.5,5.0,3.0,2.0,607.0,291.0,2016.0,Western Metropolitan,2200000.0
14369,Eumemmerring,3,h,28.8,,,,,,,South-Eastern Metropolitan,515000.0
14370,Eumemmerring,3,h,28.8,,,,,,,South-Eastern Metropolitan,580000.0
14371,Fairfield,3,h,5.7,3.0,2.0,0.0,478.0,,,Northern Metropolitan,1550000.0
14372,Fawkner,2,h,13.1,,,,,,,Northern Metropolitan,672000.0
14373,Fawkner,3,h,13.1,3.0,1.0,2.0,603.0,,,Northern Metropolitan,720000.0
14374,Ferntree Gully,2,u,24.8,,,,,,,Eastern Metropolitan,414000.0
14375,Fitzroy North,2,h,3.6,2.0,1.0,1.0,184.0,79.0,1900.0,Northern Metropolitan,1350000.0
14376,Fitzroy North,3,h,3.6,3.0,2.0,1.0,138.0,125.0,1900.0,Northern Metropolitan,1852000.0
14377,Fitzroy North,2,h,3.6,2.0,1.0,0.0,139.0,,,Northern Metropolitan,1100000.0
14379,Footscray,3,t,5.1,,,,,,,Western Metropolitan,815000.0
14380,Footscray,1,u,5.1,1.0,1.0,0.0,30.0,26.0,2013.0,Western Metropolitan,170000.0
14381,Forest Hill,4,h,15.4,4.0,1.0,2.0,866.0,,1970.0,Eastern Metropolitan,1372000.0
14382,Forest Hill,3,t,15.4,3.0,2.0,2.0,353.0,,,Eastern Metropolitan,850500.0
14383,Frankston,2,u,38.0,,,,,,,South-Eastern Metropolitan,400000.0
14384,Frankston,3,h,38.0,3.0,2.0,1.0,368.0,,,South-Eastern Metropolitan,640000.0
14386,Frankston North,3,h,36.9,3.0,2.0,1.0,691.0,109.0,1960.0,Eastern Victoria,611000.0
14388,Frankston South,3,h,38.0,3.0,1.0,2.0,786.0,174.0,1960.0,South-Eastern Metropolitan,755000.0
14389,Gisborne,4,h,45.9,4.0,2.0,2.0,978.0,144.0,1980.0,Northern Victoria,521000.0
14390,Gladstone Park,3,h,12.9,3.0,1.0,2.0,544.0,,,Western Metropolitan,625000.0
14391,Gladstone Park,3,h,12.9,,,,,,,Western Metropolitan,650000.0
14392,Glen Iris,4,h,7.3,4.0,2.0,3.0,737.0,,,Southern Metropolitan,1910000.0
14393,Glen Iris,3,t,7.3,,,,,,,Southern Metropolitan,1900000.0
14394,Glen Iris,2,u,7.3,2.0,1.0,1.0,0.0,76.0,1965.0,Southern Metropolitan,500000.0
14395,Glen Iris,2,u,7.3,2.0,1.0,1.0,0.0,,,Southern Metropolitan,523000.0
14397,Glen Waverley,4,h,16.7,,,,,,,Eastern Metropolitan,1250000.0
14400,Glenroy,2,t,11.2,,,,,,,Northern Metropolitan,460000.0
14401,Glenroy,3,t,11.2,,,,,,,Northern Metropolitan,600000.0
14402,Glenroy,3,t,11.2,,,,,,,Northern Metropolitan,595000.0
14404,Glenroy,3,t,11.2,3.0,1.0,1.0,194.0,133.0,2011.0,Northern Metropolitan,525000.0
14405,Glenroy,3,h,11.2,3.0,1.0,2.0,650.0,,,Northern Metropolitan,847000.0
14406,Greensborough,6,h,16.1,6.0,3.0,2.0,562.0,,,Northern Metropolitan,990000.0
14407,Greensborough,3,h,16.1,,,,,,,Northern Metropolitan,645000.0
14408,Greensborough,3,t,16.1,,,,,,,Northern Metropolitan,880000.0
14409,Greensborough,2,u,16.1,2.0,2.0,1.0,208.0,107.0,2000.0,Northern Metropolitan,695000.0
14410,Greenvale,3,h,20.4,,,,,,,Northern Metropolitan,630000.0
14412,Hadfield,2,u,11.2,2.0,1.0,2.0,304.0,,,Northern Metropolitan,500000.0
14413,Hallam,3,h,32.3,3.0,2.0,2.0,649.0,,,South-Eastern Metropolitan,662500.0
14414,Hampton,3,u,13.8,3.0,2.0,2.0,9838.0,152.0,2010.0,Southern Metropolitan,1210000.0
14415,Hampton,3,t,13.8,,,,,,,Southern Metropolitan,1910000.0
14417,Hampton East,3,h,13.8,3.0,1.0,2.0,1469.0,204.0,,Southern Metropolitan,1140000.0
14420,Hawthorn,1,u,5.3,1.0,1.0,1.0,910.0,,,Southern Metropolitan,395000.0
14421,Hawthorn,3,u,5.3,3.0,1.0,1.0,1079.0,90.0,1940.0,Southern Metropolitan,1000000.0
14422,Hawthorn,2,u,5.3,2.0,1.0,1.0,2338.0,,,Southern Metropolitan,450000.0
14423,Hawthorn,4,h,5.3,4.0,1.0,3.0,636.0,156.0,1890.0,Southern Metropolitan,2900000.0
14424,Hawthorn,2,u,5.3,,,,,,,Southern Metropolitan,820000.0
14425,Hawthorn,2,u,5.3,2.0,1.0,1.0,1540.0,71.0,1965.0,Southern Metropolitan,450000.0
14426,Healesville,3,h,45.2,3.0,2.0,4.0,724.0,156.6,2009.0,Northern Victoria,650000.0
14432,Heidelberg Heights,3,h,8.8,3.0,2.0,1.0,458.0,,,Eastern Metropolitan,790000.0
14433,Heidelberg Heights,2,h,8.8,2.0,1.0,1.0,588.0,,,Eastern Metropolitan,780000.0
14434,Heidelberg West,3,h,8.8,3.0,1.0,0.0,593.0,95.0,1950.0,Eastern Metropolitan,726500.0
14435,Heidelberg West,3,h,8.8,3.0,1.0,1.0,577.0,,,Eastern Metropolitan,710000.0
14438,Highett,2,u,16.0,2.0,1.0,1.0,105.0,64.0,1970.0,Southern Metropolitan,645000.0
14439,Hillside,5,h,18.0,5.0,2.0,2.0,615.0,213.0,2007.0,Western Metropolitan,650500.0
14440,Hoppers Crossing,3,h,18.4,,,,,,,Western Metropolitan,471000.0
14441,Hoppers Crossing,3,h,18.4,,,,,,,Western Metropolitan,683000.0
14442,Hoppers Crossing,3,h,18.4,,,,,,,Western Metropolitan,440000.0
14444,Huntingdale,3,h,12.3,3.0,2.0,2.0,321.0,87.0,2005.0,Southern Metropolitan,750000.0
14447,Jacana,4,h,14.0,4.0,1.0,1.0,692.0,181.0,1960.0,Northern Metropolitan,650000.0
14448,Jacana,2,t,14.0,2.0,1.0,1.0,165.0,89.0,1995.0,Northern Metropolitan,390000.0
14449,Keilor Downs,3,h,15.5,,,,,,,Western Metropolitan,506000.0
14450,Keilor Downs,3,h,15.5,3.0,2.0,2.0,766.0,,,Western Metropolitan,810000.0
14451,Keilor Downs,3,h,15.5,3.0,2.0,2.0,749.0,180.0,1979.0,Western Metropolitan,735000.0
14452,Keilor Downs,3,h,15.5,,,,,,,Western Metropolitan,595000.0
14453,Keilor Downs,3,h,15.5,,,,,,,Western Metropolitan,605000.0
14454,Keilor East,2,t,11.7,2.0,2.0,2.0,62.0,62.0,2014.0,Western Metropolitan,520000.0
14455,Keilor Lodge,4,h,15.5,4.0,2.0,1.0,729.0,,1987.0,Western Metropolitan,640000.0
14456,Kensington,3,t,3.4,3.0,2.0,2.0,0.0,120.0,1999.0,Northern Metropolitan,967000.0
14457,Kensington,2,h,3.4,2.0,1.0,0.0,133.0,,,Northern Metropolitan,850000.0
14458,Kensington,1,t,3.4,1.0,1.0,0.0,142.0,,,Northern Metropolitan,500000.0
14459,Kensington,2,u,3.4,2.0,1.0,1.0,0.0,70.0,2011.0,Northern Metropolitan,535000.0
14460,Kew,2,h,5.4,2.0,1.0,2.0,901.0,,,Southern Metropolitan,758000.0
14462,Kew,3,h,5.4,,,,,,,Southern Metropolitan,975000.0
14463,Kew East,2,u,7.3,2.0,1.0,1.0,1011.0,72.0,1970.0,Southern Metropolitan,862000.0
14464,Keysborough,4,h,25.2,4.0,2.0,2.0,576.0,,,South-Eastern Metropolitan,965000.0
